53358694	54359795	395604395	396564600
68275102	68375212	379707670	381628080
79587546	79887876	384828763	385788968
81689858	81789968	416622212	416942281
84392832	85894483	312173263	312493331
132946240	133546901	378000640	379387602
146060666	146561217	280166435	281340019
147662428	149063970	278459404	278672783
149063970	149564520	226821721	227461858
155170687	156472119	253494078	254134215
163279607	163680048	261175717	263736263
168185003	168585443	122479462	123119598
170187205	170487536	120132294	121305878
170387426	170487536	153846153	154592979
171288417	171588747	335858316	340125893
175392932	175793372	164088338	166968953
175593152	182500750	581457377	582417582
186805486	187906697	220100288	220313666
200020022	200420462	253920836	259895444
208629492	209330263	180091752	180625200
215637200	215737311	374586578	375120025
226949644	227350085	211245065	211565133
227450195	229152067	142963832	142963832
225748323	236059665	308012375	308439133
247572329	247772549	339912514	341619545
248072880	248273100	238664248	240157900
250475523	251576734	168675984	169636189
251877064	251877064	504320921	504320921
252577835	252778055	249866638	252960631
254980478	254980478	281980155	283153739
261387526	263089398	307478928	309399338
263690059	264490940	272271417	273445001
271698868	272499749	112237277	113944308
273100410	273200520	313240157	313986983
273701071	274401842	598100928	598527685
271698868	275102612	564493758	566307478
280008008	283611973	520857782	524805291
283111422	283712083	218179878	219140083
284813294	285514065	316760908	318467939
285914505	287316047	280806572	284113944
285013514	287816598	365624666	367758455
287516267	288917809	112664034	112770724
292521773	292521773	410114157	411074362
289718690	292822104	439453750	451616344
292321553	294123535	191294142	191507521
296225848	297827610	186493118	188200149
300931024	304134548	231089299	232689640
317248973	318750625	316120772	316334151
321153268	321453598	76282940	78630107
321153268	321653819	92499733	95807105
318750625	323355691	547743518	548703723
325057563	325157673	357943027	360183505
331464611	335068575	249439880	249653259
338372209	339273200	175610796	177211138
344478926	345980578	370425690	372026032
361797977	363199519	100288061	101248266
361797977	363599959	552971300	555531846
366703373	367103814	313453536	315587325
378716588	382420662	265870052	266830257
381019121	383822204	144884241	148618371
394834317	396335969	367971833	367971833
400640704	406547201	375866851	376613677
405946541	408449294	505601194	508055051
419661627	419661627	207510935	208257761
420262288	420462508	189160354	191507521
419561517	421463609	420676410	430171769
426869556	427470217	131974821	133361783
429872860	430673741	229595647	230769230
436780458	439583541	806252000	813506881
443287616	444689158	551584337	551691027
448893783	453198518	794516163	797823535
457102813	461908098	231302677	233969913
461207328	462108319	532166862	533447135
459805786	462708979	448735730	449695935
465712283	466913604	476154913	478715459
473721093	473821203	468366584	470607062
470317349	476023625	536647818	538034780
475022524	476924617	364131014	368505281
477124837	477825608	616451509	617091646
481930123	482330563	527259148	528326042
485233757	485233757	910487570	911447775
482230453	485734307	438706924	444894910
483531885	485734307	927131121	929691667
476824506	485934527	711938546	714925850
490339373	491640804	535047476	535260855
497246971	497847632	494398805	494718873
509960957	517469216	778619438	780966606
521874061	521874061	501867064	502613890
521874061	522574832	501867064	501867064
525077585	526078686	615704683	616131441
528080888	532285514	492585084	494185426
533086395	533887276	607382908	607596287
540494543	541395535	397098047	398698388
541896085	544398838	462498666	463032113
546100710	547001701	391336818	392510402
553608969	554509960	568547956	568974714
554509960	555410952	566627547	568974714
