336670337	337070777	191080763	192040968
218540394	219141055	145097620	146057825
285614175	286014616	725808172	727408513
653518870	654219641	414061666	418969380
323055360	328160977	90365944	90579323
330163179	332065271	403286034	404459618
247772549	258684553	456310679	476368291
99609570	100110121	333404459	334044596
266693362	267193913	282300224	282940360
425468014	438081890	573028912	581884135
583942336	584643107	530673210	530673210
273600961	275002502	203243358	204416942
291921113	293022324	536861197	537821401
200020022	205726298	270351008	272484796
188006807	188006807	180305131	185106155
370707778	373210531	338205483	340872719
68875763	69576534	373733063	375546783
312343577	315046551	366051424	366264803
228951847	229452397	371065827	371172516
330663730	332966262	190333937	191294142
454700170	454900390	90792702	92179664
162178396	162178396	232689640	234183292
374912403	376714385	170062946	170062946
408148963	410151166	327323162	327963298
319551506	319851837	116078096	117465059
481529682	483732105	755467833	758881894
462208429	463810191	178491411	180625200
228651516	233256582	400618798	408300437
404845329	405245770	352075109	354635655
247071778	247572329	296809986	297983569
283611973	283712083	383441800	384188626
148563419	149964961	221060492	224367865
472419661	473120432	229275578	237704043
422965261	423565922	280379814	284647391
440684753	440684753	530673210	531206657
541395535	542396636	490451296	491731569
932926218	933026328	454070201	454176891
425267794	432375613	181051957	184892777
299129041	308038842	228422063	228955510
442386625	445790369	182758988	185852981
799279207	801081189	489064333	490984743
418660526	419661627	338205483	341192787
425367904	431774952	616451509	619545503
782260486	787666433	495038941	507841672
138352187	138552407	279099541	279526298
201321453	201922114	241011415	242718446
384422865	388927820	516270137	523098260
299229152	300530583	106262669	106262669
637901691	641505656	399658593	404566307
348383221	349684653	222127387	223300970
350185203	354189608	148191614	148618371
93402743	98508359	315373946	318467939
262588847	264490940	273445001	273658380
516468114	517068775	786514456	789181692
372309540	378216037	325616131	328496745
293923315	294123535	484156620	486610476
347882670	349484432	178704790	178918169
301932125	301932125	367331697	371599274
61767944	62769045	381841459	382481596
992591851	997497246	476368291	484263309
585443988	586445089	895444361	896084498
466913604	466913604	539848501	539848501
296926619	298628491	78843486	80550517
607468215	607968765	599594580	601941747
151466613	152868154	207724314	209858103
449394333	453598958	326042889	327323162
219040945	221343477	159607382	161527792
645610171	645710281	330417155	332657633
548403243	549003904	496319214	496639283
189908899	190809890	135602261	138696255
581940134	584442887	558305771	559052597
468315146	471018119	307052171	307052171
512864150	514666132	138696255	142430385
514365802	514866352	423343646	423557025
319151066	332265492	210071481	219566840
308739613	312844128	254134215	257441587
634998498	636900590	272271417	274405206
271698868	272299529	120132294	120985810
342476724	342676944	27952629	29126213
195414956	195815396	162274618	163234823
239963960	244068475	410540915	413528219
429972970	436780458	358476474	360183505
543798177	544498948	576122906	576442974
214636099	216037641	200362744	200576122
83391730	87596355	380134428	383441800
428271098	429272199	362530673	363917635
523575933	523776153	618691987	620292329
153568925	154870357	233969913	235356876
487235959	488237060	597354102	598741064
351686855	354590049	342046303	343433265
352888176	356191810	139123012	140083217
254680148	255180698	394644190	395604395
613074381	615877465	777872612	782353568
422765041	422965261	152885949	154059532
845730303	868855741	423877093	432092179
450195214	451096205	699669262	703510082
485133647	485233757	899071801	900992211
260886975	262288517	190547316	190760695
246371008	246571228	234183292	235356876
