53358694	54359795	395604395	396564600
68275102	68375212	379707670	381628080
84392832	85894483	312173263	312493331
132946240	133546901	378000640	379387602
170387426	170487536	153846153	154592979
175392932	175793372	164088338	166968953
186805486	187906697	220100288	220313666
208629492	209330263	180091752	180625200
225748323	236059665	308012375	308439133
285013514	287816598	365624666	367758455
289718690	292822104	439453750	451616344
321153268	321653819	92499733	95807105
331464611	335068575	249439880	249653259
381019121	383822204	144884241	148618371
400640704	406547201	375866851	376613677
426869556	427470217	131974821	133361783
470317349	476023625	536647818	538034780
483531885	485734307	927131121	929691667
490339373	491640804	535047476	535260855
497246971	497847632	494398805	494718873
525077585	526078686	615704683	616131441
528080888	532285514	492585084	494185426
533086395	533887276	607382908	607596287
554509960	555410952	566627547	568974714
570327360	572830113	548383655	551797716
581539693	582040244	572815533	572815533
590549604	592051256	427291155	429211565
596456101	596956652	556705430	557132188
646611272	649414355	499519897	504961058
638602462	655721293	814893844	829937053
836219841	837921713	432092179	438280166
883071378	885574131	653686119	653686119
24226649	25027530	424197162	426544329
56962658	57262989	390269924	391230129
77685453	77785564	368611970	368932038
98908799	101611772	291795583	296916675
109520472	110721793	247519470	252960631
144659125	145460006	329670329	331590739
165181699	167484232	321988690	327536541
167684452	168985884	322522138	322735516
174992491	175693262	146057825	148191614
182700971	184402843	204630321	206550730
223045349	223245570	247306091	247519470
224346781	225447992	261815854	262882748
236860546	237160876	231089299	234183292
243067374	244168585	325829510	327003093
244569025	245870457	659447348	662114584
243267594	246871558	190333937	190547316
246571228	252177395	435399551	440413954
277004705	279107017	423343646	424943988
302032235	303433777	464205697	465912728
356892581	356992691	20057612	21551264
366603263	367003704	244852235	246239197
370607668	372409650	306091966	309399338
379217138	379617579	164621785	165155233
395635198	399239163	330417155	330630534
406046651	406847532	219140083	221060492
410952047	415156672	363170809	365411287
421763940	422965261	252960631	254134215
465211732	465211732	543475941	544436146
481429572	483531885	927131121	930545182
485033536	485834417	555425157	556598741
488537391	488637501	569188093	569721540
497547302	501952147	809239304	809986130
500750825	502552808	488317507	488317507
501751927	503654019	184359329	185106155
555310841	555911502	513282833	516376827
648413254	649013915	499093139	500160034
703473821	705275803	809239304	810732956
193012313	194013414	326576336	328496745
237961757	239963960	413528219	413528219
266593252	267294023	232262882	232689640
282310541	283611973	550624133	552331163
319851837	321453598	460898324	460898324
325157673	330663730	284860770	285394217
327259985	331164280	400192040	402539208
332265492	333667033	127920623	129094206
427570327	433576934	745545716	748533020
438582440	444088497	331057292	333511149
446190809	447091800	460791635	461325082
459505456	459805786	597887549	598954443
471819000	474321753	584017923	584231302
482831114	484633096	891923610	892136989
485634197	486435078	469433479	469540168
485033536	486835519	838792275	839752480
493342676	493342676	864931185	865037874
528981880	529182100	860130161	860876987
521273400	529582540	931185319	932038834
555110621	555310841	630427824	631601408
576934628	577034738	454176891	458977915
601161277	601461607	530886589	532060172
654019421	656321954	742131654	743731996
149664631	150665732	421316547	423236957
162178396	162478726	257441587	258721860
183601962	187506256	383761869	385362210
191911102	192912203	291582204	294889576
200220242	201321453	116078096	116504854
